,Idade,Salario_anual,Situacao_prop,Tempo_trabalho,Motivo_emprest,Pont_emprest,Total_emprest,Tx_juros,Possib_inadimp,Renda_pecentual,Periodo,Inadimplente
13161,24.0,96000.0,Mortgage,8.0,Medical,B,2000.0,10.38,0.0,0.02,3,N
13162,22.0,90000.0,Mortgage,6.0,Personal,A,6400.0,5.99,0.0,0.07,2,N
13163,23.0,27000.0,Rent,6.0,Education,C,6000.0,11.66,0.0,0.22,3,Y
13164,29.0,31000.0,Mortgage,1.0,Debtconsolidation,A,9950.0,7.9,0.0,0.32,6,N
13165,26.0,75000.0,Mortgage,10.0,Homeimprovement,C,8000.0,13.92,0.0,0.11,4,N
13166,41.0,480000.0,Mortgage,3.0,Debtconsolidation,A,16000.0,7.9,0.0,0.03,17,N
13167,24.0,85000.0,Rent,5.0,Medical,B,25000.0,10.62,0.0,0.29,4,N
13168,23.0,60000.0,Own,2.0,Medical,D,18500.0,15.33,0.0,0.31,2,N
13169,24.0,55000.0,Mortgage,8.0,Medical,A,1800.0,7.49,0.0,0.03,3,N
13170,22.0,42000.0,Rent,4.0,Education,B,10000.0,10.99,0.0,0.24,4,N
13171,25.0,78000.0,Rent,0.0,Debtconsolidation,D,9600.0,14.11,1.0,0.12,4,Y
13172,21.0,140000.0,Mortgage,2.0,Education,A,18000.0,7.9,0.0,0.13,4,N
13173,26.0,52500.0,Mortgage,0.0,Personal,B,15250.0,9.63,0.0,0.29,2,N
13174,42.0,70000.0,Mortgage,3.0,Medical,B,2825.0,9.64,0.0,0.04,17,N
13175,31.0,151000.0,Mortgage,1.0,Education,C,21000.0,11.97,0.0,0.14,8,N
13176,25.0,300000.0,Mortgage,9.0,Homeimprovement,E,18000.0,16.45,0.0,0.06,3,N
13177,30.0,29102.0,Rent,2.0,Venture,A,3000.0,7.9,0.0,0.1,9,N
13178,22.0,41000.0,Mortgage,2.0,Education,B,3000.0,12.18,0.0,0.07,4,N
13179,30.0,85000.0,Rent,0.0,Debtconsolidation,C,10000.0,13.16,0.0,0.12,10,Y
13180,28.0,42000.0,Rent,9.0,Education,A,2500.0,8.49,0.0,0.06,8,N
13181,23.0,37344.0,Mortgage,0.0,Education,C,3200.0,12.68,0.0,0.09,4,N
13182,24.0,38700.0,Rent,2.0,Medical,B,10000.0,11.0,0.0,0.26,3,N
13183,25.0,96000.0,Mortgage,5.0,Debtconsolidation,A,35000.0,7.49,0.0,0.36,3,N
13184,24.0,30000.0,Rent,1.0,Homeimprovement,D,5000.0,15.7,1.0,0.17,4,Y
13185,32.0,55000.0,Mortgage,16.0,Personal,C,7000.0,13.48,0.0,0.13,8,Y
13186,35.0,54000.0,Rent,1.0,Venture,E,15000.0,15.88,1.0,0.28,8,Y
13187,24.0,30000.0,Rent,0.0,Personal,E,10000.0,19.29,1.0,0.33,3,N
13188,25.0,54000.0,Rent,1.0,Venture,A,3000.0,9.32,0.0,0.06,3,N
13189,23.0,45000.0,Rent,2.0,Education,C,1700.0,14.72,0.0,0.04,2,N
13190,22.0,80000.0,Mortgage,1.0,Education,A,2000.0,11.0,0.0,0.03,4,N
13191,33.0,43000.0,Mortgage,4.0,Homeimprovement,C,10000.0,13.35,0.0,0.23,10,Y
13192,36.0,108000.0,Mortgage,7.0,Education,A,14000.0,8.9,0.0,0.13,12,N
13193,24.0,13728.0,Rent,4.0,Debtconsolidation,B,1000.0,10.0,1.0,0.07,4,N
13194,30.0,90000.0,Rent,14.0,Debtconsolidation,A,18000.0,8.94,0.0,0.2,7,N
13195,26.0,60000.0,Rent,0.0,Venture,A,5000.0,7.14,0.0,0.08,2,N
13196,23.0,57700.0,Mortgage,7.0,Personal,B,3500.0,10.65,0.0,0.06,4,N
13197,24.0,85000.0,Mortgage,0.0,Personal,B,10000.0,10.0,0.0,0.12,4,N
13198,23.0,27000.0,Rent,2.0,Medical,E,5000.0,16.77,1.0,0.19,2,Y
13199,22.0,63000.0,Mortgage,6.0,Venture,A,8400.0,7.29,0.0,0.13,4,N
13200,23.0,65000.0,Rent,3.0,Medical,C,5000.0,13.98,0.0,0.08,2,Y
13201,28.0,31000.0,Rent,3.0,Personal,D,6000.0,15.33,0.0,0.19,9,N
13202,28.0,56000.0,Rent,0.0,Medical,F,20000.0,18.62,1.0,0.36,7,N
13203,25.0,62400.0,Mortgage,9.0,Education,D,12500.0,14.96,0.0,0.2,3,N
13204,23.0,96000.0,Rent,7.0,Education,B,10000.0,10.65,0.0,0.1,3,N
13205,23.0,85000.0,Rent,1.0,Debtconsolidation,A,10200.0,11.0,0.0,0.12,3,N
13206,33.0,50000.0,Rent,1.0,Debtconsolidation,A,9000.0,7.51,0.0,0.18,5,N
13207,22.0,29376.0,Rent,1.0,Education,A,2800.0,7.43,0.0,0.1,4,N
13208,25.0,63000.0,Rent,0.0,Debtconsolidation,B,1500.0,12.42,0.0,0.02,4,N
13209,33.0,36000.0,Mortgage,10.0,Venture,A,5000.0,8.49,0.0,0.14,9,N
13210,28.0,55000.0,Mortgage,7.0,Debtconsolidation,A,22000.0,11.0,0.0,0.4,10,N
13211,22.0,90000.0,Mortgage,6.0,Education,A,16000.0,6.03,0.0,0.18,4,N
13212,40.0,54000.0,Rent,5.0,Education,D,3000.0,16.89,1.0,0.06,15,N
13213,26.0,38000.0,Rent,6.0,Personal,C,1000.0,15.27,0.0,0.03,3,Y
13214,37.0,14400.0,Rent,4.0,Venture,C,3000.0,13.61,1.0,0.21,17,N
13215,37.0,52700.0,Rent,1.0,Venture,C,7700.0,11.0,0.0,0.15,13,N
13216,21.0,19000.0,Rent,0.0,Education,C,700.0,12.29,0.0,0.04,2,N
13217,32.0,36000.0,Rent,4.0,Venture,B,10000.0,11.99,0.0,0.28,9,N
13218,22.0,87000.0,Mortgage,0.0,Personal,B,8000.0,12.21,0.0,0.09,4,N
13219,22.0,75000.0,Rent,6.0,Venture,A,12000.0,11.0,0.0,0.16,3,N
13220,28.0,35000.0,Own,3.0,Venture,B,10400.0,11.71,0.0,0.3,8,N
13221,22.0,71400.0,Mortgage,4.0,Medical,C,21600.0,15.27,1.0,0.26,2,Y
13222,24.0,82000.0,Rent,8.0,Venture,B,25000.0,10.25,0.0,0.3,2,N
13223,27.0,120000.0,Mortgage,0.0,Homeimprovement,A,10000.0,6.62,0.0,0.08,10,N
13224,28.0,100000.0,Mortgage,3.0,Venture,B,5300.0,11.14,0.0,0.05,5,N
13225,24.0,25000.0,Rent,5.0,Venture,A,5000.0,11.0,0.0,0.2,4,N
13226,23.0,78885.0,Own,2.0,Venture,B,20000.0,12.42,0.0,0.25,3,N
13227,30.0,34000.0,Rent,0.0,Personal,B,4000.0,10.95,0.0,0.12,9,N
13228,27.0,13500.0,Rent,2.0,Medical,B,8000.0,12.18,1.0,0.59,5,N
13229,27.0,75852.0,Mortgage,0.0,Debtconsolidation,A,4000.0,9.32,0.0,0.05,9,N
13230,37.0,29808.0,Rent,4.0,Venture,C,7750.0,11.0,1.0,0.26,17,Y
13231,22.0,31356.0,Rent,0.0,Debtconsolidation,A,3000.0,7.68,0.0,0.1,4,N
13232,22.0,45900.0,Rent,3.0,Education,A,5750.0,8.94,0.0,0.13,3,N
13233,25.0,36300.0,Mortgage,5.0,Venture,A,9000.0,6.99,0.0,0.25,2,N
13234,36.0,80000.0,Mortgage,9.0,Education,C,6000.0,11.0,0.0,0.07,11,N
13235,38.0,46000.0,Rent,1.0,Medical,B,12000.0,9.91,0.0,0.26,16,N
13236,52.0,90750.0,Rent,7.0,Medical,C,4500.0,14.72,0.0,0.05,28,N
13237,29.0,25000.0,Own,9.0,Homeimprovement,B,2500.0,9.62,0.0,0.1,5,N
13238,26.0,30000.0,Rent,6.0,Medical,B,11700.0,11.71,1.0,0.39,2,N
13239,30.0,53000.0,Mortgage,3.0,Homeimprovement,A,12500.0,6.03,0.0,0.24,7,N
13240,26.0,46500.0,Rent,1.0,Debtconsolidation,C,2500.0,14.72,0.0,0.05,3,Y
13241,30.0,150000.0,Rent,2.0,Venture,B,21000.0,12.62,0.0,0.14,9,N
13242,33.0,126000.0,Mortgage,17.0,Homeimprovement,A,9500.0,5.42,0.0,0.08,7,N
13243,23.0,50000.0,Rent,5.0,Personal,A,10000.0,8.94,0.0,0.2,2,N
13244,27.0,60132.0,Rent,11.0,Venture,B,10000.0,10.62,0.0,0.17,10,N
13245,22.0,54600.0,Rent,6.0,Debtconsolidation,A,8000.0,7.51,0.0,0.15,2,N
13246,22.0,90000.0,Rent,6.0,Personal,B,12000.0,12.42,0.0,0.13,4,N
13247,24.0,49600.0,Mortgage,8.0,Homeimprovement,A,2500.0,7.4,0.0,0.05,2,N
13248,27.0,86095.0,Rent,5.0,Homeimprovement,C,4000.0,13.99,0.0,0.05,8,N
13249,38.0,36000.0,Mortgage,14.0,Venture,B,18000.0,10.38,0.0,0.5,13,N
13250,27.0,107000.0,Mortgage,2.0,Education,A,10800.0,9.63,0.0,0.1,5,N
13251,23.0,85000.0,Rent,5.0,Medical,C,6700.0,15.23,0.0,0.08,2,Y
13252,24.0,80000.0,Mortgage,8.0,Personal,B,8000.0,11.0,0.0,0.1,4,N
13253,23.0,74000.0,Rent,7.0,Education,A,6000.0,5.79,0.0,0.08,3,N
13254,22.0,36000.0,Mortgage,3.0,Debtconsolidation,D,7000.0,14.84,1.0,0.19,3,N
13255,22.0,60000.0,Rent,3.0,Education,A,7000.0,6.91,0.0,0.12,4,N
13256,23.0,34000.0,Mortgage,3.0,Venture,C,12000.0,14.27,1.0,0.35,4,N
13257,24.0,24000.0,Rent,1.0,Debtconsolidation,A,3600.0,6.62,1.0,0.15,4,N
13258,24.0,93000.0,Mortgage,5.0,Debtconsolidation,D,12000.0,16.29,1.0,0.13,3,Y
13259,27.0,55000.0,Rent,3.0,Homeimprovement,B,10000.0,10.25,0.0,0.18,5,N
13260,26.0,33600.0,Rent,6.0,Medical,F,1500.0,19.41,0.0,0.04,4,N
13261,46.0,50004.0,Mortgage,5.0,Personal,A,3000.0,8.59,0.0,0.06,13,N
13262,24.0,40000.0,Rent,1.0,Medical,A,7800.0,11.0,0.0,0.2,2,N
13263,32.0,26400.0,Rent,0.0,Education,A,8000.0,7.51,0.0,0.3,10,N
13264,22.0,40000.0,Rent,2.0,Debtconsolidation,B,8000.0,11.36,0.0,0.2,4,N
13265,25.0,70000.0,Own,4.0,Personal,A,4000.0,7.42,0.0,0.06,2,N
13266,23.0,80000.0,Own,7.0,Venture,A,4000.0,5.99,0.0,0.05,4,N
13267,21.0,42500.0,Rent,0.0,Debtconsolidation,B,2500.0,11.0,0.0,0.06,4,N
13268,25.0,93200.0,Mortgage,9.0,Education,D,25000.0,15.58,0.0,0.27,4,Y
13269,24.0,100000.0,Mortgage,8.0,Medical,A,5625.0,6.99,0.0,0.06,4,N
13270,24.0,24000.0,Rent,0.0,Homeimprovement,D,10750.0,15.2,1.0,0.45,2,Y
13271,24.0,56000.0,Own,8.0,Education,B,2000.0,11.49,0.0,0.04,2,N
13272,21.0,32000.0,Rent,2.0,Debtconsolidation,D,8400.0,16.77,1.0,0.26,4,Y
13273,26.0,95000.0,Own,5.0,Education,A,8000.0,11.0,0.0,0.08,2,N
13274,28.0,33000.0,Own,1.0,Personal,D,7500.0,15.31,0.0,0.23,10,N
13275,33.0,62000.0,Rent,17.0,Venture,A,7000.0,6.99,0.0,0.11,9,N
13276,22.0,21216.0,Rent,0.0,Medical,B,1500.0,11.86,0.0,0.07,2,N
13277,27.0,30000.0,Rent,6.0,Medical,B,4000.0,10.39,0.0,0.13,9,N
13278,40.0,69996.0,Rent,6.0,Medical,B,3000.0,10.75,0.0,0.04,15,N
13279,21.0,82100.0,Rent,3.0,Personal,A,12200.0,6.03,0.0,0.15,2,N
13280,28.0,27500.0,Mortgage,13.0,Venture,A,15000.0,6.54,0.0,0.55,10,N
13281,22.0,32000.0,Rent,5.0,Medical,A,4500.0,9.63,1.0,0.14,2,N
13282,44.0,120000.0,Mortgage,6.0,Homeimprovement,A,4000.0,11.0,0.0,0.03,14,N
13283,24.0,100000.0,Mortgage,8.0,Medical,A,10750.0,6.99,0.0,0.11,4,N
13284,29.0,118400.0,Mortgage,11.0,Education,A,35000.0,7.9,0.0,0.3,8,N
13285,26.0,85000.0,Mortgage,0.0,Medical,B,8000.0,11.0,0.0,0.09,4,N
13286,30.0,23748.0,Mortgage,4.0,Medical,C,6100.0,14.27,1.0,0.26,10,Y
13287,29.0,62050.0,Rent,3.0,Medical,E,15000.0,15.95,1.0,0.21,8,Y
13288,30.0,70000.0,Mortgage,6.0,Homeimprovement,B,18000.0,11.0,0.0,0.26,7,N
13289,30.0,82060.0,Rent,1.0,Education,A,7200.0,11.0,0.0,0.09,7,N
13290,22.0,41000.0,Rent,5.0,Venture,A,14000.0,11.0,1.0,0.34,3,N
13291,25.0,50400.0,Rent,7.0,Debtconsolidation,B,12000.0,11.0,0.0,0.24,3,N
13292,48.0,60000.0,Mortgage,0.0,Debtconsolidation,A,2500.0,7.29,0.0,0.04,11,N
13293,24.0,21000.0,Other,4.0,Personal,B,6000.0,12.21,0.0,0.29,2,N
13294,25.0,70200.0,Rent,9.0,Personal,E,18000.0,16.45,0.0,0.26,3,Y
13295,40.0,142000.0,Mortgage,2.0,Personal,D,25000.0,15.31,0.0,0.18,14,N
13296,23.0,26000.0,Rent,1.0,Personal,D,1600.0,16.29,1.0,0.06,3,Y
13297,24.0,48000.0,Rent,4.0,Medical,A,3700.0,6.99,0.0,0.08,4,N
13298,24.0,54100.0,Rent,5.0,Personal,A,4500.0,7.14,0.0,0.08,4,N
13299,25.0,25000.0,Rent,3.0,Medical,A,6325.0,8.9,0.0,0.25,4,N
13300,50.0,60000.0,Mortgage,8.0,Debtconsolidation,A,2000.0,7.49,0.0,0.03,15,N
13301,22.0,24000.0,Rent,3.0,Personal,B,3000.0,11.0,0.0,0.13,4,N
13302,23.0,85000.0,Own,3.0,Medical,D,15000.0,15.33,0.0,0.18,2,Y
13303,22.0,60000.0,Mortgage,6.0,Venture,A,7800.0,7.29,0.0,0.13,2,N
13304,24.0,26400.0,Rent,4.0,Medical,A,8875.0,6.62,1.0,0.34,4,N
13305,23.0,34348.0,Mortgage,7.0,Education,A,5000.0,7.9,0.0,0.15,3,N
13306,23.0,49800.0,Rent,2.0,Personal,B,2400.0,11.83,0.0,0.05,2,N
13307,22.0,98000.0,Rent,7.0,Debtconsolidation,F,24000.0,11.0,1.0,0.24,2,Y
13308,31.0,30000.0,Rent,0.0,Education,D,6600.0,16.49,1.0,0.22,8,Y
13309,23.0,127500.0,Rent,8.0,Venture,B,12000.0,10.37,0.0,0.09,4,N
13310,28.0,65004.0,Rent,12.0,Personal,A,10000.0,7.88,0.0,0.15,6,N
13311,48.0,30000.0,Rent,0.0,Debtconsolidation,B,6000.0,12.42,1.0,0.2,12,N
13312,40.0,90996.0,Mortgage,9.0,Homeimprovement,A,22000.0,6.17,0.0,0.24,14,N
13313,22.0,64000.0,Mortgage,5.0,Venture,B,6000.0,10.99,0.0,0.09,3,N
13314,34.0,80000.0,Rent,4.0,Venture,A,5000.0,11.0,0.0,0.06,9,N
13315,23.0,84000.0,Rent,4.0,Education,A,15000.0,6.03,0.0,0.18,4,N
13316,41.0,35000.0,Mortgage,13.0,Personal,B,1500.0,10.38,0.0,0.04,16,N
13317,23.0,40000.0,Rent,2.0,Medical,C,5000.0,11.0,0.0,0.13,3,N
13318,32.0,25000.0,Rent,4.0,Homeimprovement,C,9800.0,12.23,1.0,0.39,8,Y
13319,44.0,30000.0,Rent,6.0,Venture,C,5000.0,13.98,0.0,0.17,11,N
13320,33.0,72000.0,Rent,9.0,Personal,B,9000.0,11.14,0.0,0.13,5,N
13321,22.0,35000.0,Own,6.0,Medical,B,5000.0,11.14,0.0,0.14,2,N
13322,26.0,95000.0,Rent,0.0,Venture,B,12000.0,10.65,0.0,0.13,3,N
13323,34.0,125000.0,Mortgage,4.0,Medical,A,12000.0,8.94,0.0,0.1,9,N
13324,30.0,72000.0,Mortgage,5.0,Homeimprovement,B,7500.0,9.76,1.0,0.1,9,N
13325,29.0,39996.0,Rent,0.0,Personal,C,4000.0,11.0,0.0,0.1,9,N
13326,41.0,60000.0,Mortgage,18.0,Education,D,4900.0,14.09,0.0,0.08,12,Y
13327,26.0,45000.0,Mortgage,3.0,Education,C,4000.0,14.35,0.0,0.09,2,Y
13328,30.0,28000.0,Own,5.0,Homeimprovement,B,6300.0,11.99,0.0,0.23,8,N
13329,22.0,39900.0,Rent,4.0,Venture,B,19000.0,12.18,1.0,0.48,3,N
13330,23.0,57504.0,Mortgage,7.0,Personal,A,10000.0,8.59,0.0,0.17,2,N
13331,23.0,147000.0,Mortgage,2.0,Medical,B,24000.0,10.99,0.0,0.16,3,N
13332,21.0,60000.0,Rent,2.0,Medical,A,5000.0,8.49,0.0,0.08,4,N
13333,29.0,46000.0,Mortgage,3.0,Homeimprovement,C,7500.0,14.35,0.0,0.16,5,Y
13334,26.0,40000.0,Mortgage,5.0,Education,A,7200.0,7.49,0.0,0.18,2,N
13335,24.0,75000.0,Rent,1.0,Education,B,8400.0,12.69,0.0,0.11,4,N
13336,26.0,100000.0,Rent,11.0,Personal,A,14500.0,8.94,0.0,0.14,3,N
13337,29.0,60000.0,Mortgage,7.0,Medical,A,8500.0,6.92,0.0,0.14,7,N
13338,24.0,42000.0,Rent,1.0,Personal,B,2000.0,12.69,1.0,0.05,4,N
13339,30.0,42000.0,Rent,2.0,Education,B,11000.0,12.53,0.0,0.26,9,N
13340,26.0,39996.0,Own,10.0,Venture,C,7000.0,13.57,0.0,0.18,3,Y
13341,32.0,67000.0,Own,12.0,Homeimprovement,B,20000.0,11.83,0.0,0.3,7,N
13342,27.0,82500.0,Mortgage,3.0,Personal,A,11100.0,8.94,0.0,0.13,5,N
13343,23.0,25800.0,Rent,2.0,Personal,C,6000.0,11.0,0.0,0.23,4,Y
13344,22.0,32000.0,Rent,2.0,Education,B,2000.0,12.53,1.0,0.06,2,N
13345,41.0,62004.0,Rent,5.0,Homeimprovement,A,14000.0,8.9,0.0,0.23,17,N
13346,22.0,54252.0,Mortgage,6.0,Personal,A,3500.0,6.39,0.0,0.06,4,N
13347,24.0,47700.0,Rent,0.0,Medical,B,5600.0,9.99,0.0,0.12,2,N
13348,24.0,55000.0,Rent,2.0,Venture,E,20000.0,18.64,1.0,0.36,2,N
13349,22.0,60000.0,Rent,7.0,Venture,A,14000.0,7.88,0.0,0.23,2,N
13350,66.0,43000.0,Rent,17.0,Debtconsolidation,D,22250.0,14.59,1.0,0.52,23,Y
13351,27.0,130000.0,Mortgage,5.0,Homeimprovement,A,15000.0,5.79,0.0,0.12,7,N
13352,30.0,54000.0,Rent,8.0,Homeimprovement,A,10000.0,6.17,0.0,0.19,10,N
13353,33.0,45000.0,Mortgage,3.0,Education,D,8000.0,16.49,1.0,0.18,7,N
13354,28.0,206000.0,Rent,2.0,Homeimprovement,C,24000.0,11.0,0.0,0.12,10,N
13355,23.0,81600.0,Rent,1.0,Medical,B,25000.0,11.36,1.0,0.31,3,N
13356,29.0,88055.0,Mortgage,6.0,Debtconsolidation,B,21600.0,12.42,0.0,0.25,8,N
13357,24.0,45000.0,Rent,4.0,Education,D,8000.0,11.0,0.0,0.28,5,N
13358,23.0,44000.0,Rent,1.0,Medical,C,5000.0,13.99,1.0,0.11,2,Y
13359,31.0,200000.0,Own,4.0,Homeimprovement,B,23500.0,10.99,0.0,0.12,5,N
13360,29.0,66000.0,Mortgage,10.0,Debtconsolidation,B,7000.0,9.91,0.0,0.11,10,N
13361,35.0,36500.0,Rent,0.0,Medical,C,6000.0,13.61,0.0,0.16,6,N
13362,22.0,55000.0,Mortgage,6.0,Personal,C,3250.0,13.49,0.0,0.06,4,Y
13363,33.0,57700.0,Rent,17.0,Homeimprovement,C,4000.0,11.0,1.0,0.07,7,Y
13364,28.0,56100.0,Rent,12.0,Medical,A,8400.0,7.51,1.0,0.13,10,N
13365,25.0,82000.0,Mortgage,3.0,Homeimprovement,B,15000.0,10.37,0.0,0.18,2,N
13366,23.0,84000.0,Mortgage,7.0,Education,B,23000.0,11.99,0.0,0.27,2,N
13367,22.0,50000.0,Mortgage,0.0,Debtconsolidation,A,6400.0,7.29,0.0,0.13,4,N
13368,34.0,25000.0,Mortgage,1.0,Debtconsolidation,B,1000.0,9.63,0.0,0.04,6,N
13369,22.0,96000.0,Mortgage,6.0,Venture,C,25000.0,13.8,0.0,0.26,4,N
13370,25.0,88000.0,Rent,0.0,Venture,D,25000.0,14.96,1.0,0.28,4,N
13371,27.0,112921.0,Mortgage,11.0,Homeimprovement,E,19000.0,16.35,0.0,0.17,10,N
13372,25.0,33000.0,Rent,1.0,Venture,C,7100.0,14.65,1.0,0.22,3,Y
13373,36.0,38208.0,Mortgage,2.0,Venture,D,1500.0,11.0,0.0,0.04,15,Y
13374,32.0,54000.0,Mortgage,12.0,Personal,A,3500.0,7.88,0.0,0.06,6,N
13375,26.0,85000.0,Mortgage,3.0,Debtconsolidation,B,4000.0,9.25,0.0,0.05,2,N
13376,21.0,55000.0,Rent,1.0,Education,A,7500.0,7.88,0.0,0.14,2,N
13377,27.0,120000.0,Mortgage,2.0,Venture,B,16000.0,12.21,0.0,0.13,5,N
13378,22.0,42996.0,Rent,3.0,Personal,C,4800.0,11.03,0.0,0.11,4,Y
13379,32.0,50000.0,Rent,3.0,Personal,A,3500.0,11.0,0.0,0.07,6,N
13380,32.0,34900.0,Mortgage,0.0,Personal,B,12000.0,10.25,0.0,0.34,9,N
13381,25.0,60000.0,Rent,4.0,Education,B,12500.0,11.89,0.0,0.21,2,N
13382,24.0,29000.0,Mortgage,1.0,Medical,D,6000.0,15.62,1.0,0.21,3,N
13383,24.0,98000.0,Mortgage,0.0,Debtconsolidation,D,13200.0,15.28,1.0,0.13,3,Y
13384,43.0,50000.0,Rent,6.0,Personal,C,18000.0,14.35,1.0,0.36,16,N
13385,28.0,50343.0,Own,11.0,Homeimprovement,A,22000.0,7.49,0.0,0.44,5,N
13386,24.0,91800.0,Rent,5.0,Medical,D,25000.0,15.33,1.0,0.23,2,Y
13387,25.0,38400.0,Rent,3.0,Debtconsolidation,B,15000.0,10.65,1.0,0.39,2,N
13388,38.0,60000.0,Mortgage,7.0,Debtconsolidation,B,8000.0,10.99,0.0,0.13,13,N
13389,30.0,50000.0,Mortgage,2.0,Education,B,3975.0,10.99,0.0,0.08,8,N
13390,23.0,80004.0,Mortgage,2.0,Venture,B,19000.0,10.62,0.0,0.24,2,N
13391,27.0,116000.0,Mortgage,0.0,Education,C,3500.0,12.53,1.0,0.03,10,N
13392,37.0,220000.0,Rent,0.0,Education,B,30000.0,9.91,0.0,0.14,17,N
13393,25.0,63000.0,Mortgage,2.0,Homeimprovement,B,20000.0,9.99,0.0,0.32,2,N
13394,21.0,27600.0,Rent,2.0,Education,B,3000.0,11.49,0.0,0.11,4,N
13395,32.0,130000.0,Mortgage,3.0,Education,A,28000.0,8.49,0.0,0.22,7,N
13396,22.0,8000.0,Rent,4.0,Medical,A,2100.0,7.51,1.0,0.26,2,N
13397,32.0,55000.0,Rent,4.0,Personal,C,20000.0,10.65,1.0,0.31,8,N
13398,25.0,134300.0,Rent,3.0,Medical,D,5000.0,16.49,1.0,0.03,2,N
13399,25.0,62500.0,Rent,2.0,Debtconsolidation,D,12000.0,16.77,1.0,0.19,4,N
13400,39.0,54000.0,Mortgage,0.0,Personal,B,6000.0,11.83,1.0,0.11,16,N
13401,26.0,66000.0,Rent,2.0,Education,A,7500.0,6.62,0.0,0.11,2,N
13402,25.0,80400.0,Mortgage,10.0,Venture,D,25000.0,17.49,0.0,0.31,4,Y
13403,32.0,120000.0,Rent,11.0,Education,A,12000.0,7.51,0.0,0.1,9,N
13404,37.0,178008.0,Rent,12.0,Debtconsolidation,B,7500.0,11.14,0.0,0.04,11,N
13405,39.0,30000.0,Rent,7.0,Venture,A,8450.0,5.99,0.0,0.28,16,N
13406,27.0,45000.0,Rent,1.0,Education,B,6000.0,10.65,0.0,0.13,8,N
13407,21.0,52000.0,Rent,5.0,Personal,D,16000.0,15.7,1.0,0.31,4,N
13408,31.0,10800.0,Rent,4.0,Venture,C,2000.0,14.72,1.0,0.19,5,Y
13409,48.0,32000.0,Rent,4.0,Medical,A,8000.0,6.62,0.0,0.25,14,N
13410,23.0,58800.0,Rent,7.0,Debtconsolidation,A,20000.0,7.66,1.0,0.34,3,N
13411,23.0,72000.0,Mortgage,7.0,Medical,C,8000.0,13.61,0.0,0.11,2,Y
13412,31.0,42000.0,Rent,2.0,Debtconsolidation,A,2200.0,9.63,0.0,0.05,8,N
13413,26.0,80000.0,Mortgage,5.0,Homeimprovement,A,3000.0,8.0,0.0,0.04,3,N
13414,23.0,76000.0,Rent,7.0,Medical,B,20000.0,10.37,0.0,0.26,3,N
13415,23.0,37000.0,Rent,7.0,Education,A,11000.0,6.62,0.0,0.3,3,N
13416,29.0,70008.0,Mortgage,8.0,Medical,A,5000.0,5.99,0.0,0.07,5,N
13417,21.0,18000.0,Rent,0.0,Debtconsolidation,A,3000.0,7.9,1.0,0.17,2,N
13418,28.0,125000.0,Mortgage,12.0,Personal,A,30000.0,7.51,0.0,0.24,5,N
13419,21.0,24000.0,Rent,0.0,Education,B,6400.0,10.95,0.0,0.27,3,N
13420,36.0,24000.0,Rent,3.0,Medical,A,6500.0,7.29,0.0,0.27,13,N
13421,28.0,60000.0,Mortgage,12.0,Personal,B,6000.0,11.0,0.0,0.1,5,N
13422,45.0,89000.0,Rent,5.0,Personal,B,19200.0,11.0,0.0,0.22,12,N
13423,22.0,54000.0,Rent,6.0,Personal,A,9600.0,7.9,0.0,0.18,4,N
13424,33.0,61200.0,Rent,3.0,Medical,D,7000.0,14.96,1.0,0.1,8,Y
13425,24.0,50000.0,Mortgage,7.0,Venture,D,1000.0,14.42,0.0,0.02,3,N
13426,24.0,45000.0,Rent,5.0,Venture,A,7000.0,5.42,0.0,0.16,4,N
13427,32.0,64052.0,Rent,3.0,Homeimprovement,B,4875.0,10.74,0.0,0.08,9,N
13428,32.0,106300.0,Mortgage,13.0,Personal,A,20000.0,11.0,0.0,0.19,5,N
13429,33.0,50000.0,Mortgage,8.0,Medical,A,4000.0,5.42,0.0,0.08,10,N
13430,27.0,42000.0,Rent,5.0,Debtconsolidation,E,12000.0,16.0,1.0,0.29,5,Y
13431,22.0,60132.0,Rent,7.0,Education,C,15000.0,14.26,0.0,0.25,4,N
13432,22.0,95000.0,Rent,0.0,Education,A,5750.0,11.0,0.0,0.06,3,N
13433,31.0,68000.0,Own,1.0,Venture,A,8000.0,7.9,0.0,0.12,5,N
13434,24.0,52000.0,Rent,3.0,Debtconsolidation,B,4000.0,10.37,0.0,0.08,3,N
13435,24.0,48661.0,Mortgage,7.0,Education,D,8000.0,17.58,0.0,0.16,2,N
13436,28.0,56700.0,Mortgage,11.0,Venture,B,15000.0,12.12,0.0,0.26,7,N
13437,36.0,68848.0,Rent,5.0,Personal,B,8000.0,9.63,0.0,0.12,16,N
13438,34.0,70596.0,Mortgage,18.0,Debtconsolidation,B,10000.0,11.26,0.0,0.14,9,N
13439,24.0,21168.0,Rent,3.0,Venture,C,2800.0,14.22,0.0,0.13,4,Y
13440,30.0,275000.0,Mortgage,14.0,Education,B,7000.0,11.71,0.0,0.03,10,N
13441,29.0,120000.0,Own,10.0,Personal,B,18000.0,11.49,0.0,0.15,10,N
13442,37.0,75000.0,Rent,3.0,Homeimprovement,C,10000.0,11.0,0.0,0.13,17,Y
13443,25.0,60000.0,Mortgage,3.0,Venture,A,7000.0,11.0,0.0,0.12,3,N
13444,30.0,33280.0,Rent,1.0,Medical,C,4000.0,13.79,0.0,0.12,9,N
